event_date,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,longitude,latitude,is_rainfall_induced,Landslide_date,start_date_1d,start_date_3d,start_date_7d,recordid,fixed_accuracy
2016-08-31 14:32:00,5.0,landslide,rain,large,natural_slope,86.191717,28.007828,1,2016-08-31,2016-08-30,2016-08-28,2016-08-24,362,10
2017-07-02 15:17:00,1.0,landslide,continuous_rain,small,above_river,83.95706865,28.27254506,1,2017-07-02,2017-07-01,2017-06-29,2017-06-25,363,10
2016-03-15 08:06:00,5.0,landslide,Unknown,Unknown,above_road,-122.6993,45.5159,0,2016-03-15,2016-03-14,2016-03-12,2016-03-08,364,10
2017-07-01 15:17:00,5.0,landslide,downpour,medium,below_road,93.65975252,27.10647226,1,2017-07-01,2017-06-30,2017-06-28,2017-06-24,365,10
2017-07-03 15:17:00,1.0,landslide,rain,medium,above_road,74.41035052,14.52203442,1,2017-07-03,2017-07-02,2017-06-30,2017-06-26,366,10
2016-08-23 17:45:00,10.0,landslide,flooding,medium,mine,103.993894,22.039752,0,2016-08-23,2016-08-22,2016-08-20,2016-08-16,367,10
2017-07-01 15:17:00,5.0,landslide,continuous_rain,medium,natural_slope,93.60815652,27.08168565,1,2017-07-01,2017-06-30,2017-06-28,2017-06-24,368,10
2017-06-29 13:20:00,5.0,landslide,rain,medium,above_road,75.80813836,33.18477201,1,2017-06-29,2017-06-28,2017-06-26,2017-06-22,369,10
2016-08-28 14:32:00,1.0,landslide,rain,small,above_road,78.681379,30.922325,1,2016-08-28,2016-08-27,2016-08-25,2016-08-21,370,10
2017-06-30 13:20:00,1.0,landslide,downpour,small,above_road,75.29750088,33.08146902,1,2017-06-30,2017-06-29,2017-06-27,2017-06-23,371,10
2017-06-30 13:20:00,1.0,rock_fall,downpour,medium,above_road,6.807628202,44.32688636,1,2017-06-30,2017-06-29,2017-06-27,2017-06-23,372,10
2017-06-30 19:37:00,1.0,landslide,Unknown,small,natural_slope,100.331416,6.190195,0,2017-06-30,2017-06-29,2017-06-27,2017-06-23,373,10
2017-06-29 13:20:00,25.0,mudslide,downpour,small,above_river,76.95661041,43.09367409,1,2017-06-29,2017-06-28,2017-06-26,2017-06-22,374,10
2016-08-25 18:59:00,5.0,landslide,Unknown,small,above_coast,0.389642,49.773429,0,2016-08-25,2016-08-24,2016-08-22,2016-08-18,375,10
2016-08-21 17:45:00,5.0,landslide,downpour,small,urban,100.309601,5.456131,1,2016-08-21,2016-08-20,2016-08-18,2016-08-14,376,10
2017-07-02 15:17:00,5.0,landslide,rain,small,above_road,78.0685005,32.26186432,1,2017-07-02,2017-07-01,2017-06-29,2017-06-25,377,10
2017-07-02 15:17:00,5.0,landslide,rain,small,above_road,78.06616409,32.24637329,1,2017-07-02,2017-07-01,2017-06-29,2017-06-25,378,10
2017-06-30 15:17:00,25.0,landslide,continuous_rain,medium,natural_slope,87.50256183,27.18732399,1,2017-06-30,2017-06-29,2017-06-27,2017-06-23,379,10
2017-05-18 13:15:00,1.0,landslide,rain,small,above_road,-122.2381187,47.96243163,1,2017-05-18,2017-05-17,2017-05-15,2017-05-11,380,10
2017-06-15 13:15:00,5.0,rock_fall,Unknown,small,above_road,-109.5739143,44.83733551,0,2017-06-15,2017-06-14,2017-06-12,2017-06-08,381,10
2017-05-24 20:14:00,25.0,mudslide,rain,small,above_road,93.50995626,27.769793,1,2017-05-24,2017-05-23,2017-05-21,2017-05-17,382,10
2017-06-20 13:15:00,5.0,landslide,rain,medium,natural_slope,-91.43664048,15.64525862,1,2017-06-20,2017-06-19,2017-06-17,2017-06-13,383,10
2017-05-01 13:34:00,5.0,landslide,Unknown,small,below_road,-79.91459431,40.22230273,0,2017-05-01,2017-04-30,2017-04-28,2017-04-24,384,10
2017-06-01 13:34:00,5.0,landslide,tropical_cyclone,medium,above_road,92.71505961,23.73941422,1,2017-06-01,2017-05-31,2017-05-29,2017-05-25,385,10
2016-08-15 19:22:00,5.0,landslide,rain,small,above_road,81.811777,29.132062,1,2016-08-15,2016-08-14,2016-08-12,2016-08-08,386,10
2017-05-26 15:17:00,1.0,landslide,continuous_rain,large,natural_slope,80.18135876,6.518587251,1,2017-05-26,2017-05-25,2017-05-23,2017-05-19,387,10
2017-07-02 15:17:00,25.0,landslide,continuous_rain,small,above_river,83.97447829,28.24831087,1,2017-07-02,2017-07-01,2017-06-29,2017-06-25,388,10
2016-08-29 14:32:00,5.0,landslide,rain,medium,above_road,78.936314,30.995694,1,2016-08-29,2016-08-28,2016-08-26,2016-08-22,389,10
2017-06-30 15:17:00,1.0,landslide,downpour,medium,natural_slope,93.61899644,27.04768643,1,2017-06-30,2017-06-29,2017-06-27,2017-06-23,390,10
2016-09-02 18:04:00,25.0,landslide,rain,medium,above_road,84.469745,27.767046,1,2016-09-02,2016-09-01,2016-08-30,2016-08-26,391,10
2017-07-01 14:33:00,1.0,landslide,rain,small,below_road,94.20340026,24.95178179,1,2017-07-01,2017-06-30,2017-06-28,2017-06-24,392,10
2017-07-04 16:00:00,100.0,mudslide,rain,medium,Unknown,69.52794225,39.81020345,1,2017-07-04,2017-07-03,2017-07-01,2017-06-27,393,10
2017-07-03 14:33:00,1.0,landslide,downpour,small,above_road,91.87351723,26.10035658,1,2017-07-03,2017-07-02,2017-06-30,2017-06-26,394,10
2017-07-02 15:17:00,1.0,landslide,downpour,large,Unknown,112.0425655,28.15308814,1,2017-07-02,2017-07-01,2017-06-29,2017-06-25,395,10
2016-09-03 18:04:00,1.0,landslide,rain,small,above_road,-1.797239,50.71962,1,2016-09-03,2016-09-02,2016-08-31,2016-08-27,396,10
2016-09-07 18:04:00,1.0,landslide,rain,small,above_road,113.921806,22.225713,1,2016-09-07,2016-09-06,2016-09-04,2016-08-31,397,10
2016-10-24 14:24:00,5.0,debris_flow,Unknown,medium,retaining_wall,-73.828592,41.058916,0,2016-10-24,2016-10-23,2016-10-21,2016-10-17,398,10
2016-08-06 13:37:00,5.0,landslide,rain,small,natural_slope,82.9415,28.239,1,2016-08-06,2016-08-05,2016-08-03,2016-07-30,399,10
2017-08-29 13:22:00,5.0,landslide,rain,medium,above_road,73.28423263,19.41286968,1,2017-08-29,2017-08-28,2017-08-26,2017-08-22,400,10
2017-08-29 13:45:00,1.0,other,rain,medium,natural_slope,-135.3213469,59.44688356,1,2017-08-29,2017-08-28,2017-08-26,2017-08-22,401,10
2017-08-23 13:45:00,5.0,debris_flow,Unknown,very_large,natural_slope,9.595744348,46.29694459,0,2017-08-23,2017-08-22,2017-08-20,2017-08-16,402,10
2017-08-26 04:00:00,25.0,debris_flow,downpour,large,Unknown,103.4843278,22.77117591,1,2017-08-26,2017-08-25,2017-08-23,2017-08-19,403,10
2017-08-28 18:21:00,50.0,landslide,tropical_cyclone,medium,Unknown,105.3652962,26.78684394,1,2017-08-28,2017-08-27,2017-08-25,2017-08-21,404,10
2017-08-25 13:45:00,5.0,Unknown,Unknown,medium,natural_slope,9.596416952,46.29691494,0,2017-08-25,2017-08-24,2017-08-22,2017-08-18,405,10
2017-08-25 18:21:00,50.0,riverbank_collapse,tropical_cyclone,medium,below_road,104.186014,27.98497238,1,2017-08-25,2017-08-24,2017-08-22,2017-08-18,406,10
2016-10-15 23:02:00,1.0,rock_fall,Unknown,medium,natural_slope,-118.5934545,37.0934625,0,2016-10-15,2016-10-14,2016-10-12,2016-10-08,407,10
2017-07-10 14:21:00,1.0,landslide,continuous_rain,small,urban,91.79364785,26.14547804,1,2017-07-10,2017-07-09,2017-07-07,2017-07-03,408,10
2017-08-27 13:45:00,1.0,other,other,small,above_road,-121.7041379,47.44775311,0,2017-08-27,2017-08-26,2017-08-24,2017-08-20,409,10
2016-10-01 00:00:00,1.0,landslide,downpour,medium,bluff,0.8546,51.4216,1,2016-10-01,2016-09-30,2016-09-28,2016-09-24,410,10
2016-03-07 00:00:00,5.0,landslide,Unknown,medium,above_road,-120.7215,38.201,0,2016-03-07,2016-03-06,2016-03-04,2016-02-29,411,10
2015-04-02 00:00:00,1.0,landslide,continuous_rain,medium,natural_slope,74.4725,34.1587,1,2015-04-02,2015-04-01,2015-03-30,2015-03-26,412,10
2014-02-12 14:18:00,5.0,landslide,Unknown,Unknown,above_road,-123.9539,44.4065,0,2014-02-12,2014-02-11,2014-02-09,2014-02-05,413,10
2015-07-19 00:00:00,1.0,landslide,downpour,small,above_road,-116.9029,33.0742,1,2015-07-19,2015-07-18,2015-07-16,2015-07-12,414,10
2015-10-21 00:00:00,25.0,landslide,rain,medium,above_road,-92.2523,15.3482,1,2015-10-21,2015-10-20,2015-10-18,2015-10-14,415,10
2014-09-01 00:00:00,50.0,landslide,rain,medium,Unknown,125.1335,7.7211,1,2014-09-01,2014-08-31,2014-08-29,2014-08-25,416,10
2014-10-15 00:00:00,5.0,landslide,continuous_rain,medium,Unknown,-89.7739,13.7895,1,2014-10-15,2014-10-14,2014-10-12,2014-10-08,417,10
2013-07-29 00:00:00,50.0,landslide,monsoon,medium,Unknown,99.7817,19.9282,1,2013-07-29,2013-07-28,2013-07-26,2013-07-22,418,10
2013-08-18 00:00:00,5.0,landslide,rain,medium,Unknown,111.2768,23.4946,1,2013-08-18,2013-08-17,2013-08-15,2013-08-11,419,10
2011-12-23 00:00:00,5.0,landslide,downpour,medium,Unknown,-75.6621,4.8349,1,2011-12-23,2011-12-22,2011-12-20,2011-12-16,420,10
2011-04-25 00:00:00,1.0,landslide,downpour,small,Unknown,-84.4953,39.1075,1,2011-04-25,2011-04-24,2011-04-22,2011-04-18,421,10
2010-09-28 00:00:00,25.0,landslide,downpour,medium,Unknown,-76.4394,18.0083,1,2010-09-28,2010-09-27,2010-09-25,2010-09-21,422,10
2011-01-17 09:38:00,5.0,landslide,Unknown,Unknown,above_road,-122.5279,44.1316,0,2011-01-17,2011-01-16,2011-01-14,2011-01-10,423,10
2013-12-23 12:41:00,5.0,landslide,Unknown,Unknown,above_road,-122.4891,44.7573,0,2013-12-23,2013-12-22,2013-12-20,2013-12-16,424,10
2013-01-09 16:15:00,5.0,landslide,Unknown,Unknown,above_road,-122.2336,44.7099,0,2013-01-09,2013-01-08,2013-01-06,2013-01-02,425,10
2014-02-12 08:25:00,5.0,landslide,Unknown,Unknown,above_road,-123.8171,44.6677,0,2014-02-12,2014-02-11,2014-02-09,2014-02-05,426,10
2012-01-18 12:12:00,5.0,landslide,Unknown,Unknown,above_road,-118.0283,45.6611,0,2012-01-18,2012-01-17,2012-01-15,2012-01-11,427,10
2014-02-15 18:21:00,5.0,landslide,Unknown,Unknown,above_road,-122.1622,44.7362,0,2014-02-15,2014-02-14,2014-02-12,2014-02-08,428,10
2011-06-28 09:26:00,5.0,landslide,Unknown,Unknown,above_road,-123.9488,45.4385,0,2011-06-28,2011-06-27,2011-06-25,2011-06-21,429,10
2012-01-24 13:40:00,5.0,landslide,Unknown,Unknown,above_road,-123.5777,44.1579,0,2012-01-24,2012-01-23,2012-01-21,2012-01-17,430,10
2007-07-28 00:00:00,5.0,landslide,rain,medium,Unknown,73.8277,15.4014,1,2007-07-28,2007-07-27,2007-07-25,2007-07-21,431,10
2015-12-07 10:14:00,5.0,landslide,Unknown,Unknown,above_road,-123.8923,45.5599,0,2015-12-07,2015-12-06,2015-12-04,2015-11-30,432,10
2014-03-05 17:35:00,5.0,landslide,Unknown,Unknown,above_road,-123.7092,44.3695,0,2014-03-05,2014-03-04,2014-03-02,2014-02-26,433,10
2007-01-03 00:00:00,5.0,complex,rain,medium,Unknown,-75.4267,-10.3838,1,2007-01-03,2007-01-02,2006-12-31,2006-12-27,434,10
2007-01-02 00:00:00,5.0,landslide,rain,medium,Unknown,-3.5875,54.5494,1,2007-01-02,2007-01-01,2006-12-30,2006-12-26,435,10
2007-01-05 00:00:00,10.0,landslide,rain,medium,Unknown,-42.6734,-22.0452,1,2007-01-05,2007-01-04,2007-01-02,2006-12-29,436,10
2007-01-05 00:00:00,25.0,landslide,rain,large,Unknown,-42.53636205,-22.28234635,1,2007-01-05,2007-01-04,2007-01-02,2006-12-29,437,10
2008-07-24 00:00:00,50.0,landslide,downpour,medium,Unknown,81.3333,29.0833,1,2008-07-24,2008-07-23,2008-07-21,2008-07-17,438,10
2010-05-10 00:00:00,1.0,landslide,downpour,medium,Unknown,-82.6276,38.6198,1,2010-05-10,2010-05-09,2010-05-07,2010-05-03,439,10
2012-07-17 00:00:00,50.0,landslide,downpour,medium,Unknown,-117.6582,49.3265,1,2012-07-17,2012-07-16,2012-07-14,2012-07-10,440,10
2014-02-17 08:59:00,5.0,landslide,Unknown,Unknown,above_road,-123.9669,43.6878,0,2014-02-17,2014-02-16,2014-02-14,2014-02-10,441,10
2011-12-27 00:00:00,5.0,landslide,downpour,medium,Unknown,123.97,10.37,1,2011-12-27,2011-12-26,2011-12-24,2011-12-20,442,10
2011-05-17 00:00:00,1.0,landslide,downpour,small,Unknown,-79.8375,40.6573,1,2011-05-17,2011-05-16,2011-05-14,2011-05-10,443,10
2016-03-03 00:00:00,25.0,landslide,flooding,Unknown,above_road,121.6979,14.2282,0,2016-03-03,2016-03-02,2016-02-29,2016-02-25,444,10
2015-02-15 00:00:00,10.0,landslide,rain,small,Unknown,-117.6744,49.3729,1,2015-02-15,2015-02-14,2015-02-12,2015-02-08,445,10
2014-01-23 00:00:00,10.0,landslide,downpour,Unknown,below_road,120.8221,18.5875,1,2014-01-23,2014-01-22,2014-01-20,2014-01-16,446,10
2014-01-11 00:00:00,5.0,landslide,tropical_cyclone,medium,Unknown,125.0725,11.5515,1,2014-01-11,2014-01-10,2014-01-08,2014-01-04,447,10
2014-01-17 00:00:00,10.0,landslide,tropical_cyclone,medium,Unknown,124.7212,8.4406,1,2014-01-17,2014-01-16,2014-01-14,2014-01-10,448,10
2017-05-23 20:14:00,1.0,rock_fall,Unknown,small,above_road,-107.3446377,38.97831202,0,2017-05-23,2017-05-22,2017-05-20,2017-05-16,449,10
2011-06-27 00:00:00,5.0,landslide,rain,medium,Unknown,75.2565,12.6771,1,2011-06-27,2011-06-26,2011-06-24,2011-06-20,450,10
2012-08-28 00:00:00,25.0,landslide,downpour,large,Unknown,71.5447,34.0051,1,2012-08-28,2012-08-27,2012-08-25,2012-08-21,451,10
2012-11-13 00:00:00,25.0,landslide,rain,large,Unknown,-42.5329,-22.2815,1,2012-11-13,2012-11-12,2012-11-10,2012-11-06,452,10
2015-09-16 00:00:00,5.0,landslide,Unknown,medium,above_road,86.5598,26.9597,0,2015-09-16,2015-09-15,2015-09-13,2015-09-09,453,10
2013-02-17 00:00:00,5.0,landslide,rain,very_large,Unknown,124.868,1.4808,1,2013-02-17,2013-02-16,2013-02-14,2013-02-10,454,10
2014-03-29 18:00:00,1.0,landslide,Unknown,Unknown,Unknown,-122.4292,47.3174,0,2014-03-29,2014-03-28,2014-03-26,2014-03-22,455,10
2014-01-21 00:00:00,1.0,landslide,downpour,small,Unknown,-1.55,50.6723,1,2014-01-21,2014-01-20,2014-01-18,2014-01-14,456,10
2010-04-05 00:00:00,10.0,landslide,downpour,medium,Unknown,-71.4216,-12.9655,1,2010-04-05,2010-04-04,2010-04-02,2010-03-29,457,10
2013-09-05 09:00:00,1.0,mudslide,downpour,medium,Unknown,-117.6865,47.8907,1,2013-09-05,2013-09-04,2013-09-02,2013-08-29,458,10
2013-12-07 23:00:00,1.0,mudslide,downpour,medium,Unknown,-40.9044,-12.3546,1,2013-12-07,2013-12-06,2013-12-04,2013-11-30,459,10
2016-02-22 23:00:00,25.0,landslide,Unknown,medium,Unknown,83.7508,28.5873,0,2016-02-22,2016-02-21,2016-02-19,2016-02-15,460,10
2013-12-03 12:00:00,1.0,landslide,downpour,medium,Unknown,16.6525,40.5452,1,2013-12-03,2013-12-02,2013-11-30,2013-11-26,461,10
2008-10-04 00:00:00,25.0,mudslide,downpour,medium,Unknown,-70.4,-14.0,1,2008-10-04,2008-10-03,2008-10-01,2008-09-27,462,10
2014-06-20 09:00:00,5.0,mudslide,continuous_rain,small,Unknown,-93.0553,44.9459,1,2014-06-20,2014-06-19,2014-06-17,2014-06-13,463,10
2011-04-20 01:00:00,50.0,landslide,downpour,medium,Unknown,106.7732,-6.584,1,2011-04-20,2011-04-19,2011-04-17,2011-04-13,464,10
2010-12-13 04:00:00,1.0,landslide,downpour,small,Unknown,-122.3101,48.0079,1,2010-12-13,2010-12-12,2010-12-10,2010-12-06,465,10
2010-02-25 06:45:00,5.0,complex,rain,small,Unknown,-116.8721,33.9062,1,2010-02-25,2010-02-24,2010-02-22,2010-02-18,466,10
2010-07-12 06:00:00,5.0,mudslide,downpour,medium,Unknown,132.7681,33.8426,1,2010-07-12,2010-07-11,2010-07-09,2010-07-05,467,10
2007-07-10 00:00:00,50.0,landslide,rain,medium,Unknown,125.4498,7.8098,1,2007-07-10,2007-07-09,2007-07-07,2007-07-03,468,10
2011-03-06 16:39:00,5.0,landslide,Unknown,Unknown,above_road,-122.7002,45.5154,0,2011-03-06,2011-03-05,2011-03-03,2011-02-27,469,10
2010-04-06 00:00:00,5.0,landslide,downpour,medium,Unknown,-43.2212,-22.5232,1,2010-04-06,2010-04-05,2010-04-03,2010-03-30,470,10
2016-10-18 00:00:00,10.0,landslide,Unknown,medium,mine,105.146,19.3465,0,2016-10-18,2016-10-17,2016-10-15,2016-10-11,471,10
2011-04-03 03:20:00,5.0,complex,rain,small,Unknown,-3.8666,52.6901,1,2011-04-03,2011-04-02,2011-03-31,2011-03-27,472,10
2007-10-15 00:00:00,5.0,mudslide,rain,medium,Unknown,89.4,22.5333,1,2007-10-15,2007-10-14,2007-10-12,2007-10-08,473,10
2012-07-14 00:00:00,25.0,landslide,rain,medium,Unknown,-121.6406,45.7153,1,2012-07-14,2012-07-13,2012-07-11,2012-07-07,474,10
2011-01-07 00:00:00,5.0,landslide,continuous_rain,medium,Unknown,125.5339,9.1196,1,2011-01-07,2011-01-06,2011-01-04,2010-12-31,475,10
2012-03-16 06:53:00,5.0,landslide,Unknown,Unknown,above_road,-122.0692,45.108,0,2012-03-16,2012-03-15,2012-03-13,2012-03-09,476,10
2009-08-17 18:00:00,25.0,landslide,continuous_rain,medium,Unknown,80.1327,29.4085,1,2009-08-17,2009-08-16,2009-08-14,2009-08-10,477,10
2008-05-23 00:00:00,5.0,mudslide,downpour,small,Unknown,-118.0459,34.1742,1,2008-05-23,2008-05-22,2008-05-20,2008-05-16,478,10
2007-03-02 23:00:00,1.0,landslide,rain,small,Unknown,-77.2682,38.6009,1,2007-03-02,2007-03-01,2007-02-27,2007-02-23,479,10
2013-02-19 11:00:00,1.0,rock_fall,mining,medium,Unknown,107.9326,26.6579,0,2013-02-19,2013-02-18,2013-02-16,2013-02-12,480,10
2010-07-29 00:00:00,25.0,landslide,downpour,medium,Unknown,75.6355,35.3585,1,2010-07-29,2010-07-28,2010-07-26,2010-07-22,481,10
2011-07-16 00:00:00,5.0,landslide,rain,medium,above_road,84.06527738,27.99134853,1,2011-07-16,2011-07-15,2011-07-13,2011-07-09,482,10
2014-01-01 12:33:00,5.0,landslide,Unknown,Unknown,above_road,-117.262,45.976,0,2014-01-01,2013-12-31,2013-12-29,2013-12-25,483,10
2012-11-21 18:00:00,5.0,landslide,rain,medium,Unknown,-2.9339,51.3255,1,2012-11-21,2012-11-20,2012-11-18,2012-11-14,484,10
2016-03-13 00:00:00,5.0,mudslide,downpour,small,above_road,-120.4218,38.7987,1,2016-03-13,2016-03-12,2016-03-10,2016-03-06,485,10
2010-12-06 00:00:00,50.0,landslide,downpour,medium,Unknown,108.7431,14.8315,1,2010-12-06,2010-12-05,2010-12-03,2010-11-29,486,10
2016-07-30 09:00:00,1.0,landslide,Unknown,small,natural_slope,85.5641,27.5269,0,2016-07-30,2016-07-29,2016-07-27,2016-07-23,487,10
2015-05-12 00:00:00,1.0,mudslide,no_apparent_trigger,small,urban,-3.3002,53.3297,0,2015-05-12,2015-05-11,2015-05-09,2015-05-05,488,10
2016-02-03 18:36:00,5.0,landslide,Unknown,Unknown,above_road,-122.8697,45.9816,0,2016-02-03,2016-02-02,2016-01-31,2016-01-27,489,10
2014-01-12 00:00:00,5.0,landslide,tropical_cyclone,large,Unknown,123.304,8.4987,1,2014-01-12,2014-01-11,2014-01-09,2014-01-05,490,10
2013-02-03 00:00:00,25.0,landslide,rain,very_large,Unknown,6.852,46.7191,1,2013-02-03,2013-02-02,2013-01-31,2013-01-27,491,10
2010-04-06 00:00:00,1.0,mudslide,downpour,medium,Unknown,-43.2394,-22.9033,1,2010-04-06,2010-04-05,2010-04-03,2010-03-30,492,10
2015-03-16 14:30:00,5.0,landslide,rain,small,above_road,-122.376,47.7166,1,2015-03-16,2015-03-15,2015-03-13,2015-03-09,493,10
2009-12-29 00:00:00,5.0,mudslide,downpour,medium,Unknown,-71.489,-15.345,1,2009-12-29,2009-12-28,2009-12-26,2009-12-22,494,10
2015-11-23 00:00:00,10.0,landslide,Unknown,small,above_road,-83.3268,9.1464,0,2015-11-23,2015-11-22,2015-11-20,2015-11-16,495,10
2014-02-28 00:00:00,5.0,landslide,Unknown,large,above_road,80.67,29.58,0,2014-02-28,2014-02-27,2014-02-25,2014-02-21,496,10
2013-12-11 09:00:00,5.0,landslide,downpour,small,Unknown,-43.2087,-22.5444,1,2013-12-11,2013-12-10,2013-12-08,2013-12-04,497,10
2008-10-12 00:00:00,25.0,landslide,downpour,medium,Unknown,-84.397,9.764,1,2008-10-12,2008-10-11,2008-10-09,2008-10-05,498,10
2015-08-01 00:00:00,5.0,landslide,continuous_rain,medium,above_road,94.1078,24.1419,1,2015-08-01,2015-07-31,2015-07-29,2015-07-25,499,10
2010-07-13 00:00:00,10.0,complex,downpour,medium,Unknown,-77.5191,42.7167,1,2010-07-13,2010-07-12,2010-07-10,2010-07-06,500,10
2008-09-23 00:00:00,50.0,complex,tropical_cyclone,medium,Unknown,120.6,18.23,1,2008-09-23,2008-09-22,2008-09-20,2008-09-16,501,10
2011-06-26 00:00:00,5.0,landslide,downpour,large,Unknown,105.3131,19.9436,1,2011-06-26,2011-06-25,2011-06-23,2011-06-19,502,10
2013-07-18 00:00:00,5.0,mudslide,downpour,medium,Unknown,-106.4031,39.5672,1,2013-07-18,2013-07-17,2013-07-15,2013-07-11,503,10
2015-02-20 10:30:00,5.0,landslide,Unknown,medium,above_road,103.3535,-0.6086,0,2015-02-20,2015-02-19,2015-02-17,2015-02-13,504,10
2014-08-27 20:00:00,1.0,landslide,rain,large,Unknown,107.3407,26.9226,1,2014-08-27,2014-08-26,2014-08-24,2014-08-20,505,10
2007-06-01 00:00:00,5.0,landslide,Unknown,medium,other,-105.8752,40.0929,0,2007-06-01,2007-05-31,2007-05-29,2007-05-25,506,10
2010-01-23 00:00:00,25.0,mudslide,downpour,medium,Unknown,-72.3902,-13.2122,1,2010-01-23,2010-01-22,2010-01-20,2010-01-16,507,10
1997-01-01 00:00:00,1.0,debris_flow,downpour,small,Unknown,-122.3811,47.636,1,1997-01-01,1996-12-31,1996-12-29,1996-12-25,508,10
2007-02-13 00:00:00,10.0,landslide,rain,small,Unknown,-4.9527,50.4444,1,2007-02-13,2007-02-12,2007-02-10,2007-02-06,509,10
2015-02-20 22:30:00,5.0,landslide,Unknown,small,urban,103.2764,-0.5229,0,2015-02-20,2015-02-19,2015-02-17,2015-02-13,510,10
2017-06-27 13:10:00,5.0,landslide,continuous_rain,large,natural_slope,103.6653085,32.08059703,1,2017-06-27,2017-06-26,2017-06-24,2017-06-20,511,10
2013-06-16 00:00:00,25.0,landslide,rain,medium,Unknown,79.0765,30.4619,1,2013-06-16,2013-06-15,2013-06-13,2013-06-09,512,10
2012-07-05 00:00:00,1.0,landslide,downpour,large,Unknown,78.3221,30.1281,1,2012-07-05,2012-07-04,2012-07-02,2012-06-28,513,10
2010-10-07 00:00:00,5.0,landslide,downpour,medium,Unknown,73.4637,34.6644,1,2010-10-07,2010-10-06,2010-10-04,2010-09-30,514,10
2015-11-02 00:00:00,1.0,landslide,Unknown,medium,above_road,-121.7675,37.6815,0,2015-11-02,2015-11-01,2015-10-30,2015-10-26,515,10
2007-12-26 00:00:00,25.0,landslide,rain,large,Unknown,111.1835,-7.6511,1,2007-12-26,2007-12-25,2007-12-23,2007-12-19,516,10
2014-01-04 00:00:00,5.0,riverbank_collapse,Unknown,medium,urban,-48.8907,-1.7225,0,2014-01-04,2014-01-03,2014-01-01,2013-12-28,517,10
2008-10-20 00:00:00,25.0,mudslide,tropical_cyclone,large,Unknown,-87.2137,14.108,1,2008-10-20,2008-10-19,2008-10-17,2008-10-13,518,10
2010-04-06 00:00:00,1.0,landslide,downpour,medium,Unknown,-43.288,-23.0099,1,2010-04-06,2010-04-05,2010-04-03,2010-03-30,519,10
2007-08-06 00:00:00,5.0,landslide,rain,medium,Unknown,-2.2651,57.6778,1,2007-08-06,2007-08-05,2007-08-03,2007-07-30,520,10
2011-03-24 00:00:00,1.0,mudslide,downpour,small,Unknown,-122.547,37.9768,1,2011-03-24,2011-03-23,2011-03-21,2011-03-17,521,10
2015-11-17 12:32:00,5.0,landslide,Unknown,Unknown,above_road,-123.7807,45.8269,0,2015-11-17,2015-11-16,2015-11-14,2015-11-10,522,10
2010-07-22 05:00:00,10.0,landslide,downpour,medium,Unknown,75.203,33.3893,1,2010-07-22,2010-07-21,2010-07-19,2010-07-15,523,10
2013-08-13 03:00:00,1.0,mudslide,rain,small,Unknown,145.8596,-41.0415,1,2013-08-13,2013-08-12,2013-08-10,2013-08-06,524,10
2011-06-10 04:00:00,25.0,landslide,downpour,large,Unknown,113.5578,29.3046,1,2011-06-10,2011-06-09,2011-06-07,2011-06-03,525,10
2007-12-03 00:00:00,50.0,mudslide,rain,medium,Unknown,-123.1628,47.3434,1,2007-12-03,2007-12-02,2007-11-30,2007-11-26,526,10
2012-12-04 18:01:00,5.0,landslide,Unknown,Unknown,above_road,-122.7617,45.5774,0,2012-12-04,2012-12-03,2012-12-01,2012-11-27,527,10
2010-09-10 00:00:00,1.0,mudslide,downpour,medium,Unknown,14.6074,40.6378,1,2010-09-10,2010-09-09,2010-09-07,2010-09-03,528,10
2010-04-06 00:00:00,1.0,landslide,downpour,medium,Unknown,-43.0783,-22.8887,1,2010-04-06,2010-04-05,2010-04-03,2010-03-30,529,10
2015-06-03 12:30:00,5.0,landslide,no_apparent_trigger,medium,mine,115.5442,-8.7401,0,2015-06-03,2015-06-02,2015-05-31,2015-05-27,530,10
2012-01-18 22:40:00,5.0,landslide,Unknown,Unknown,above_road,-123.8216,44.0601,0,2012-01-18,2012-01-17,2012-01-15,2012-01-11,531,10
2011-05-30 00:00:00,25.0,mudslide,Unknown,small,Unknown,-104.4111,44.4648,0,2011-05-30,2011-05-29,2011-05-27,2011-05-23,532,10
2012-03-19 23:00:00,5.0,landslide,downpour,medium,Unknown,145.6506,-16.73,1,2012-03-19,2012-03-18,2012-03-16,2012-03-12,533,10
2015-12-08 16:05:00,5.0,landslide,Unknown,Unknown,above_road,-123.2631,46.057,0,2015-12-08,2015-12-07,2015-12-05,2015-12-01,534,10
2010-09-25 00:00:00,25.0,landslide,downpour,medium,Unknown,75.2382,33.241,1,2010-09-25,2010-09-24,2010-09-22,2010-09-18,535,10
2010-08-23 07:00:00,5.0,landslide,downpour,medium,Unknown,90.5034,27.5,1,2010-08-23,2010-08-22,2010-08-20,2010-08-16,536,10
2007-10-11 00:00:00,50.0,landslide,rain,large,Unknown,-83.9451,10.0214,1,2007-10-11,2007-10-10,2007-10-08,2007-10-04,537,10
2014-10-15 00:00:00,10.0,landslide,continuous_rain,medium,other,-88.0843,13.293,1,2014-10-15,2014-10-14,2014-10-12,2014-10-08,538,10
