event_date,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,longitude,latitude,Landslide_date,start_date_30d,start_date_60d
2014-03-16 00:00:00,5km,landslide,Unknown,medium,above_road,-155.1474,19.3071,2014-03-16,2014-02-14,2014-01-15
2010-04-06 00:00:00,1km,landslide,downpour,medium,Unknown,-43.0868,-22.9089,2010-04-06,2010-03-07,2010-02-05
2014-11-01 00:00:00,5km,landslide,downpour,medium,urban,-72.2152,19.745,2014-11-01,2014-10-02,2014-09-02
2016-05-26 22:00:00,25km,rock_fall,downpour,medium,Unknown,-87.1482,13.6016,2016-05-26,2016-04-26,2016-03-27
2011-12-28 00:00:00,5km,landslide,downpour,large,Unknown,123.478,10.5979,2011-12-28,2011-11-28,2011-10-29
2007-07-30 00:00:00,25km,landslide,downpour,medium,Unknown,92.967,22.479,2007-07-30,2007-06-30,2007-05-31
2011-08-08 00:00:00,Unknown,landslide,downpour,medium,Unknown,78.3755,30.2258,2011-08-08,2011-07-09,2011-06-09
2010-05-03 00:00:00,1km,mudslide,downpour,small,Unknown,-82.9738,37.2648,2010-05-03,2010-04-03,2010-03-04
2010-07-22 00:00:00,10km,landslide,downpour,medium,Unknown,79.6628,29.6095,2010-07-22,2010-06-22,2010-05-23
2008-11-16 00:00:00,10km,complex,downpour,medium,Unknown,-61.516,10.676,2008-11-16,2008-10-17,2008-09-17
2009-03-10 15:00:00,1km,mudslide,rain,small,Unknown,-80.0342,40.4427,2009-03-10,2009-02-08,2009-01-09
2012-02-18 20:50:00,exact,landslide,Unknown,Unknown,above_road,-122.4605,44.1157,2012-02-18,2012-01-19,2011-12-20
2016-03-23 00:00:00,50km,Unknown,downpour,medium,above_road,73.2113,35.2538,2016-03-23,2016-02-22,2016-01-23
2009-08-16 21:30:00,exact,landslide,downpour,medium,deforested_slope,88.63411246,27.15977181,2009-08-16,2009-07-17,2009-06-17
2013-11-21 15:20:00,1km,mudslide,Unknown,medium,Unknown,140.1175,39.1832,2013-11-21,2013-10-22,2013-09-22
2015-02-07 06:14:00,exact,landslide,Unknown,Unknown,above_road,-123.6161,42.2791,2015-02-07,2015-01-08,2014-12-09
2008-02-28 00:00:00,10km,landslide,rain,medium,Unknown,-77.8928,-0.4635,2008-02-28,2008-01-29,2007-12-30
2015-12-08 07:05:00,exact,landslide,Unknown,Unknown,above_road,-120.3469,44.5502,2015-12-08,2015-11-08,2015-10-09
2013-07-09 00:00:00,1km,landslide,downpour,small,Unknown,172.7171,-43.5569,2013-07-09,2013-06-09,2013-05-10
2008-07-16 00:00:00,5km,mudslide,flooding,small,Unknown,-91.34,43.89,2008-07-16,2008-06-16,2008-05-17
2016-01-21 09:20:00,10km,mudslide,rain,small,above_road,-122.3348,47.8603,2016-01-21,2015-12-22,2015-11-22
2015-01-04 00:00:00,10km,landslide,continuous_rain,small,below_road,178.068,-18.089,2015-01-04,2014-12-05,2014-11-05
2012-01-19 02:00:00,5km,landslide,rain,medium,Unknown,123.84,10.32,2012-01-19,2011-12-20,2011-11-20
2015-07-09 00:00:00,25km,landslide,Unknown,medium,below_road,77.5666,10.3448,2015-07-09,2015-06-09,2015-05-10
2007-01-19 00:00:00,50km,landslide,rain,medium,Unknown,115.4786,29.3631,2007-01-19,2006-12-20,2006-11-20
2011-04-27 08:00:00,10km,landslide,downpour,small,Unknown,-87.5085,36.1638,2011-04-27,2011-03-28,2011-02-26
2007-08-19 00:00:00,Unknown,landslide,tropical_cyclone,medium,Unknown,118.698,25.0045,2007-08-19,2007-07-20,2007-06-20
2009-11-13 00:00:00,10km,landslide,earthquake,medium,Unknown,-83.1335,8.8021,2009-11-13,2009-10-14,2009-09-14
2016-05-29 09:00:00,25km,landslide,downpour,medium,Unknown,119.2777,29.4848,2016-05-29,2016-04-29,2016-03-30
2010-09-19 18:00:00,10km,landslide,downpour,medium,Unknown,79.5322,30.9013,2010-09-19,2010-08-20,2010-07-21
2015-07-11 00:00:00,5km,landslide,continuous_rain,medium,Unknown,78.9,30.241,2015-07-11,2015-06-11,2015-05-12
2011-07-02 00:00:00,10km,mudslide,downpour,large,Unknown,104.092,30.7341,2011-07-02,2011-06-02,2011-05-03
2010-04-21 00:00:00,Unknown,landslide,downpour,medium,Unknown,96.1779,27.8965,2010-04-21,2010-03-22,2010-02-20
2008-05-02 00:00:00,Unknown,mudslide,tropical_cyclone,medium,Unknown,96.1703,17.7963,2008-05-02,2008-04-02,2008-03-03
2009-12-09 00:00:00,5km,mudslide,downpour,small,Unknown,-85.3186,35.1307,2009-12-09,2009-11-09,2009-10-10
2008-01-16 17:30:00,10km,landslide,rain,medium,Unknown,101.3941,4.4606,2008-01-16,2007-12-17,2007-11-17
2010-01-08 00:00:00,5km,landslide,rain,medium,Unknown,18.6705,44.5328,2010-01-08,2009-12-09,2009-11-09
2015-07-21 18:00:00,10km,mudslide,continuous_rain,small,above_road,-119.8577,37.6603,2015-07-21,2015-06-21,2015-05-22
2011-03-27 18:00:00,5km,mudslide,downpour,medium,Unknown,-121.4336,35.8777,2011-03-27,2011-02-25,2011-01-26
2015-12-21 09:00:00,50km,rock_fall,Unknown,medium,above_road,-121.2776,39.9744,2015-12-21,2015-11-21,2015-10-22
2013-01-24 00:00:00,5km,landslide,rain,medium,Unknown,105.2666,-5.4535,2013-01-24,2012-12-25,2012-11-25
2010-09-26 00:00:00,5km,landslide,tropical_cyclone,medium,bluff,-53.9059,48.1411,2010-09-26,2010-08-27,2010-07-28
2012-05-13 09:00:00,25km,landslide,downpour,medium,Unknown,124.946,6.3344,2012-05-13,2012-04-13,2012-03-14
2012-04-02 22:00:00,25km,landslide,downpour,medium,Unknown,107.1453,-6.8122,2012-04-02,2012-03-03,2012-02-02
2011-01-25 00:00:00,1km,landslide,downpour,medium,Unknown,114.5042,4.679,2011-01-25,2010-12-26,2010-11-26
2014-11-29 17:00:00,50km,mudslide,Unknown,medium,Unknown,-122.3189,47.9161,2014-11-29,2014-10-30,2014-09-30
2008-06-06 00:00:00,25km,complex,rain,small,Unknown,152.8915,-26.8494,2008-06-06,2008-05-07,2008-04-07
2011-02-06 00:00:00,10km,landslide,downpour,medium,Unknown,73.4995,34.0966,2011-02-06,2011-01-07,2010-12-08
2008-12-19 00:00:00,5km,complex,downpour,medium,Unknown,-61.546,10.716,2008-12-19,2008-11-19,2008-10-20
2013-06-05 22:00:00,25km,mudslide,downpour,large,Unknown,87.6093,27.4513,2013-06-05,2013-05-06,2013-04-06
2011-04-16 15:00:00,1km,mudslide,downpour,small,Unknown,-80.6687,40.1909,2011-04-16,2011-03-17,2011-02-15
2012-11-20 06:10:00,exact,landslide,Unknown,Unknown,above_road,-124.4101,42.3069,2012-11-20,2012-10-21,2012-09-21
2010-09-19 23:00:00,1km,mudslide,downpour,small,Unknown,-79.12,37.4204,2010-09-19,2010-08-20,2010-07-21
2014-08-30 09:00:00,1km,landslide,rain,medium,Unknown,107.3407,26.9226,2014-08-30,2014-07-31,2014-07-01
2013-08-26 00:00:00,25km,landslide,tropical_cyclone,medium,Unknown,108.4652,11.9312,2013-08-26,2013-07-27,2013-06-27
2008-03-14 00:00:00,5km,mudslide,rain,small,Unknown,-80.613,40.4634,2008-03-14,2008-02-13,2008-01-14
2011-06-28 00:00:00,50km,landslide,downpour,medium,Unknown,94.1099,25.6682,2011-06-28,2011-05-29,2011-04-29
2011-01-12 00:00:00,5km,landslide,downpour,medium,Unknown,-42.4268,-22.1546,2011-01-12,2010-12-13,2010-11-13
2007-09-10 23:00:00,25km,landslide,rain,large,Unknown,85.9667,27.2667,2007-09-10,2007-08-11,2007-07-12
2012-03-21 15:18:00,exact,landslide,Unknown,Unknown,above_road,-123.3327,43.6609,2012-03-21,2012-02-20,2012-01-21
2016-01-24 09:30:00,5km,landslide,mining,medium,mine,96.1433,16.8686,2016-01-24,2015-12-25,2015-11-25
2015-05-03 00:00:00,5km,mudslide,continuous_rain,small,Unknown,7.4086,46.1906,2015-05-03,2015-04-03,2015-03-04
2013-07-06 09:00:00,10km,landslide,Unknown,medium,Unknown,84.4384,27.7801,2013-07-06,2013-06-06,2013-05-07
2013-11-20 00:00:00,Unknown,landslide,downpour,medium,Unknown,-9.1765,11.4191,2013-11-20,2013-10-21,2013-09-21
2015-08-01 00:00:00,10km,landslide,continuous_rain,medium,Unknown,93.9815,24.004,2015-08-01,2015-07-02,2015-06-02
2013-08-28 18:00:00,25km,landslide,downpour,medium,Unknown,78.1514,29.9531,2013-08-28,2013-07-29,2013-06-29
2010-04-06 00:00:00,exact,landslide,downpour,medium,Unknown,-43.2915,-23.0145,2010-04-06,2010-03-07,2010-02-05
2014-12-11 00:00:00,5km,debris_flow,continuous_rain,medium,natural_slope,-123.235,49.4736,2014-12-11,2014-11-11,2014-10-12
2011-06-23 23:30:00,5km,landslide,downpour,large,Unknown,88.2579,27.2879,2011-06-23,2011-05-24,2011-04-24
2014-02-28 05:00:00,5km,mudslide,downpour,medium,above_road,-118.7002,34.0633,2014-02-28,2014-01-29,2013-12-30
2012-01-30 14:00:00,5km,landslide,downpour,medium,Unknown,122.0943,11.8154,2012-01-30,2011-12-31,2011-12-01
2007-11-20 00:00:00,25km,complex,rain,large,Unknown,110.3272,30.9947,2007-11-20,2007-10-21,2007-09-21
2010-12-30 09:00:00,exact,mudslide,downpour,small,Unknown,-122.3919,47.5121,2010-12-30,2010-11-30,2010-10-31
2015-02-08 00:00:00,1km,landslide,downpour,medium,below_road,-119.1813,50.9749,2015-02-08,2015-01-09,2014-12-10
2011-04-14 12:30:00,1km,mudslide,downpour,medium,Unknown,-79.9213,40.3782,2011-04-14,2011-03-15,2011-02-13
2015-03-11 15:00:00,1km,mudslide,continuous_rain,small,natural_slope,-82.2719,37.676,2015-03-11,2015-02-09,2015-01-10
2009-02-08 02:00:00,25km,mudslide,downpour,medium,Unknown,145.6342,-16.8214,2009-02-08,2009-01-09,2008-12-10
2008-10-26 00:00:00,50km,landslide,downpour,medium,Unknown,108.69,15.3239,2008-10-26,2008-09-26,2008-08-27
2008-06-06 00:00:00,25km,landslide,rain,medium,Unknown,123.9013,10.3114,2008-06-06,2008-05-07,2008-04-07
2015-01-11 23:12:00,exact,landslide,Unknown,Unknown,above_road,-122.2527,45.5317,2015-01-11,2014-12-12,2014-11-12
2013-06-24 00:00:00,50km,debris_flow,downpour,medium,Unknown,78.3911,30.4542,2013-06-24,2013-05-25,2013-04-25
2010-04-06 00:00:00,1km,mudslide,downpour,medium,Unknown,-43.7034,-22.6053,2010-04-06,2010-03-07,2010-02-05
2010-05-10 00:00:00,10km,mudslide,downpour,medium,Unknown,34.4,1.15,2010-05-10,2010-04-10,2010-03-11
2010-03-20 15:00:00,5km,landslide,downpour,medium,above_road,21.1342,42.0981,2010-03-20,2010-02-18,2010-01-19
2012-02-16 05:45:00,5km,landslide,downpour,medium,Unknown,124.9986,10.4792,2012-02-16,2012-01-17,2011-12-18
2010-10-09 00:00:00,50km,landslide,downpour,medium,Unknown,92.9914,25.5242,2010-10-09,2010-09-09,2010-08-10
2013-07-27 17:00:00,5km,landslide,downpour,medium,Unknown,103.5109,27.8694,2013-07-27,2013-06-27,2013-05-28
2016-06-10 14:00:00,25km,landslide,downpour,large,Unknown,-76.2408,5.8332,2016-06-10,2016-05-11,2016-04-11
2015-03-15 23:00:00,50km,landslide,snowfall_snowmelt,medium,above_road,75.2966,33.0809,2015-03-15,2015-02-13,2015-01-14
2013-12-24 00:00:00,5km,landslide,rain,small,Unknown,-0.845,51.0552,2013-12-24,2013-11-24,2013-10-25
2016-06-16 23:00:00,5km,mudslide,downpour,medium,above_road,72.3077,41.48,2016-06-16,2016-05-17,2016-04-17
2015-05-09 12:20:00,exact,landslide,Unknown,small,natural_slope,-80.0128,40.4849,2015-05-09,2015-04-09,2015-03-10
2016-08-07 00:00:00,5km,landslide,continuous_rain,medium,above_road,75.5807,32.4298,2016-08-07,2016-07-08,2016-06-08
2011-07-07 09:00:00,5km,landslide,Unknown,medium,Unknown,-46.901,-22.7418,2011-07-07,2011-06-07,2011-05-08
2010-01-12 00:00:00,25km,landslide,downpour,medium,Unknown,21.577,42.8296,2010-01-12,2009-12-13,2009-11-13
2009-04-11 11:30:00,1km,rock_fall,downpour,small,Unknown,-111.6296,40.2544,2009-04-11,2009-03-12,2009-02-10
2012-05-13 00:00:00,10km,landslide,downpour,medium,Unknown,-84.0074,10.1981,2012-05-13,2012-04-13,2012-03-14
2010-02-26 23:00:00,5km,landslide,downpour,medium,Unknown,74.9402,33.0097,2010-02-26,2010-01-27,2009-12-28
2015-02-08 00:00:00,5km,landslide,continuous_rain,medium,Unknown,102.7942,-3.4661,2015-02-08,2015-01-09,2014-12-10
2015-06-15 18:00:00,1km,landslide,Unknown,small,below_road,44.7246,41.7062,2015-06-15,2015-05-16,2015-04-16
2011-03-27 08:00:00,5km,mudslide,downpour,medium,Unknown,-121.7522,37.0905,2011-03-27,2011-02-25,2011-01-26
2012-11-30 10:50:00,exact,landslide,Unknown,Unknown,above_road,-122.6994,42.66,2012-11-30,2012-10-31,2012-10-01
2011-07-17 10:07:00,exact,landslide,Unknown,Unknown,above_road,-123.8924,45.5599,2011-07-17,2011-06-17,2011-05-18
2013-12-26 00:00:00,25km,landslide,downpour,medium,Unknown,9.4,45.9835,2013-12-26,2013-11-26,2013-10-27
1998-12-28 00:00:00,exact,landslide,downpour,small,above_road,-123.9725,44.8383,1998-12-28,1998-11-28,1998-10-29
2011-07-11 00:00:00,50km,landslide,downpour,medium,Unknown,79.1127,30.506,2011-07-11,2011-06-11,2011-05-12
2014-10-19 00:00:00,Unknown,landslide,Unknown,medium,above_road,98.1578,30.3306,2014-10-19,2014-09-19,2014-08-20
2013-05-31 04:00:00,25km,landslide,downpour,medium,Unknown,116.2981,5.8544,2013-05-31,2013-05-01,2013-04-01
2012-08-29 00:00:00,5km,landslide,downpour,medium,Unknown,74.0934,33.775,2012-08-29,2012-07-30,2012-06-30
2010-12-12 00:00:00,exact,landslide,downpour,small,Unknown,-122.2777,47.7139,2010-12-12,2010-11-12,2010-10-13
2008-12-04 00:00:00,5km,landslide,Unknown,medium,Unknown,101.6784,3.1518,2008-12-04,2008-11-04,2008-10-05
2015-03-19 18:00:00,5km,rock_fall,Unknown,medium,above_road,-122.3701,45.5137,2015-03-19,2015-02-17,2015-01-18
2011-01-16 00:00:00,10km,mudslide,downpour,medium,Unknown,-116.0504,44.0967,2011-01-16,2010-12-17,2010-11-17
2013-12-25 00:00:00,1km,landslide,rain,medium,Unknown,-4.21,50.4972,2013-12-25,2013-11-25,2013-10-26
2015-08-04 00:00:00,5km,landslide,Unknown,medium,Unknown,84.2015,28.2872,2015-08-04,2015-07-05,2015-06-05
2010-04-06 00:00:00,1km,landslide,downpour,medium,Unknown,-43.2542,-22.9925,2010-04-06,2010-03-07,2010-02-05
2016-05-02 23:00:00,10km,landslide,downpour,medium,Unknown,-82.5175,8.7415,2016-05-02,2016-04-02,2016-03-03
2011-07-25 00:00:00,50km,landslide,downpour,medium,Unknown,93.9157,24.6869,2011-07-25,2011-06-25,2011-05-26
2009-07-24 00:00:00,50km,landslide,downpour,large,mine,101.9649,30.0553,2009-07-24,2009-06-24,2009-05-25
2013-09-12 01:00:00,50km,landslide,rain,very_large,Unknown,-105.3896,40.1192,2013-09-12,2013-08-13,2013-07-14
2008-04-11 00:00:00,10km,landslide,Unknown,medium,Unknown,-90.857,43.6516,2008-04-11,2008-03-12,2008-02-11
2008-11-20 00:00:00,50km,landslide,downpour,medium,Unknown,108.8117,15.1238,2008-11-20,2008-10-21,2008-09-21
2007-05-08 00:00:00,50km,landslide,rain,medium,Unknown,75.231,33.242,2007-05-08,2007-04-08,2007-03-09
2016-09-03 00:00:00,exact,other,Unknown,medium,urban,119.3247,35.1045,2016-09-03,2016-08-04,2016-07-05
2010-05-21 00:00:00,50km,landslide,downpour,medium,above_road,89.5187916,27.21898773,2010-05-21,2010-04-21,2010-03-22
2014-12-23 12:16:00,exact,landslide,Unknown,Unknown,above_road,-122.2134,44.6993,2014-12-23,2014-11-23,2014-10-24
2010-04-06 00:00:00,5km,landslide,downpour,medium,Unknown,-42.9878,-22.8872,2010-04-06,2010-03-07,2010-02-05
2011-03-15 00:00:00,exact,landslide,downpour,small,Unknown,-85.762,33.7975,2011-03-15,2011-02-13,2011-01-14
2012-11-27 09:48:00,exact,landslide,Unknown,Unknown,above_road,-124.0675,44.4257,2012-11-27,2012-10-28,2012-09-28
2009-05-18 08:00:00,10km,mudslide,downpour,medium,Unknown,91.7333,24.3083,2009-05-18,2009-04-18,2009-03-19
2007-01-08 00:00:00,10km,landslide,rain,medium,Unknown,114.917,4.9833,2007-01-08,2006-12-09,2006-11-09
2008-10-08 00:00:00,5km,rock_fall,freeze_thaw,medium,Unknown,-119.5676,37.75,2008-10-08,2008-09-08,2008-08-09
2010-12-22 00:00:00,1km,mudslide,downpour,small,Unknown,-117.6407,33.7124,2010-12-22,2010-11-22,2010-10-23
2010-01-20 15:00:00,25km,landslide,downpour,medium,Unknown,109.9139,-7.3111,2010-01-20,2009-12-21,2009-11-21
2015-06-24 00:00:00,50km,landslide,downpour,medium,above_road,97.2296,31.2025,2015-06-24,2015-05-25,2015-04-25
2009-07-31 00:00:00,5km,landslide,downpour,medium,Unknown,92.19,22.2251,2009-07-31,2009-07-01,2009-06-01
2010-08-09 23:00:00,50km,landslide,downpour,medium,Unknown,107.7984,35.2059,2010-08-09,2010-07-10,2010-06-10
2010-10-12 18:00:00,25km,landslide,downpour,medium,Unknown,75.8062,33.1847,2010-10-12,2010-09-12,2010-08-13
2010-03-21 11:00:00,5km,landslide,rain,small,Unknown,178.438,-18.109,2010-03-21,2010-02-19,2010-01-20
2010-06-15 00:00:00,50km,landslide,downpour,medium,Unknown,92.1571,21.1899,2010-06-15,2010-05-16,2010-04-16
2014-05-08 00:00:00,1km,mudslide,rain,medium,above_road,96.174,27.9032,2014-05-08,2014-04-08,2014-03-09
2011-07-03 00:00:00,5km,landslide,continuous_rain,medium,Unknown,86.7014,26.8998,2011-07-03,2011-06-03,2011-05-04
2012-11-20 09:15:00,exact,landslide,Unknown,Unknown,above_road,-124.4763,42.7371,2012-11-20,2012-10-21,2012-09-21
2015-12-17 18:01:00,exact,landslide,Unknown,Unknown,above_road,-123.5778,44.158,2015-12-17,2015-11-17,2015-10-18
2015-04-26 00:00:00,1km,landslide,Unknown,small,above_road,80.6024,16.5172,2015-04-26,2015-03-27,2015-02-25
2012-03-26 00:00:00,5km,landslide,rain,small,Unknown,-116.4548,46.4768,2012-03-26,2012-02-25,2012-01-26
2010-07-28 15:00:00,1km,complex,downpour,medium,Unknown,121.0580434,16.91792918,2010-07-28,2010-06-28,2010-05-29
2015-08-21 00:00:00,5km,rock_fall,tropical_cyclone,medium,above_road,120.6087,16.3668,2015-08-21,2015-07-22,2015-06-22
2014-08-03 15:00:00,5km,debris_flow,rain,medium,Unknown,-117.6561,34.2437,2014-08-03,2014-07-04,2014-06-04
2016-02-16 04:00:00,1km,rock_fall,freeze_thaw,small,above_road,-82.8518,37.4698,2016-02-16,2016-01-17,2015-12-18
2014-05-16 00:00:00,10km,landslide,continuous_rain,small,Unknown,18.673,44.4573,2014-05-16,2014-04-16,2014-03-17
2011-09-27 02:00:00,10km,landslide,downpour,medium,Unknown,121.1024,16.8694,2011-09-27,2011-08-28,2011-07-29
2010-07-24 08:00:00,25km,landslide,downpour,medium,Unknown,106.5255,35.1719,2010-07-24,2010-06-24,2010-05-25
2009-11-24 00:00:00,5km,landslide,tropical_cyclone,medium,Unknown,124.7893,8.8604,2009-11-24,2009-10-25,2009-09-25
2011-07-07 00:00:00,5km,landslide,rain,medium,Unknown,94.1079,25.4191,2011-07-07,2011-06-07,2011-05-08
2011-03-26 00:00:00,10km,landslide,downpour,medium,Unknown,99.8725,9.1618,2011-03-26,2011-02-24,2011-01-25
2016-04-23 09:00:00,10km,landslide,Unknown,small,above_road,-115.533,45.8249,2016-04-23,2016-03-24,2016-02-23
2009-12-31 00:00:00,1km,mudslide,downpour,medium,Unknown,-43.3581,-22.9428,2009-12-31,2009-12-01,2009-11-01
2016-08-07 00:00:00,25km,landslide,continuous_rain,medium,above_road,75.7964,33.1457,2016-08-07,2016-07-08,2016-06-08
2013-07-28 17:15:00,5km,mudslide,downpour,medium,Unknown,-105.2801,40.6124,2013-07-28,2013-06-28,2013-05-29
2015-05-31 23:00:00,1km,landslide,downpour,medium,natural_slope,39.7476,-3.9636,2015-05-31,2015-05-01,2015-04-01
2008-05-05 00:00:00,50km,landslide,downpour,medium,Unknown,74.9845,33.9513,2008-05-05,2008-04-05,2008-03-06
2008-12-11 00:00:00,5km,landslide,downpour,small,Unknown,-157.933,21.375,2008-12-11,2008-11-11,2008-10-12
2010-03-10 00:00:00,5km,mudslide,downpour,medium,Unknown,15.5406,38.1947,2010-03-10,2010-02-08,2010-01-09
2011-02-06 00:00:00,50km,mudslide,downpour,medium,Unknown,73.1724,35.2631,2011-02-06,2011-01-07,2010-12-08
2016-07-04 08:00:00,5km,landslide,Unknown,small,urban,74.8678,12.8041,2016-07-04,2016-06-04,2016-05-05
2010-09-24 00:00:00,10km,mudslide,downpour,medium,Unknown,121.7072,25.1056,2010-09-24,2010-08-25,2010-07-26
2010-01-18 00:00:00,5km,mudslide,downpour,small,Unknown,-118.0451,34.175,2010-01-18,2009-12-19,2009-11-19
2013-02-17 18:00:00,10km,mudslide,downpour,small,above_road,-122.2489,47.9582,2013-02-17,2013-01-18,2012-12-19
2015-08-14 11:00:00,50km,landslide,mining,medium,mine,90.4678,27.4373,2015-08-14,2015-07-15,2015-06-15
2010-08-22 18:00:00,25km,landslide,Unknown,small,above_road,-83.4184,35.6259,2010-08-22,2010-07-23,2010-06-23
2015-12-22 03:55:00,exact,landslide,Unknown,Unknown,above_road,-123.8743,44.4022,2015-12-22,2015-11-22,2015-10-23
2012-08-24 00:00:00,5km,landslide,downpour,medium,Unknown,77.0969,30.9044,2012-08-24,2012-07-25,2012-06-25
2015-10-07 00:00:00,50km,landslide,rain,medium,Unknown,-92.8956,17.91,2015-10-07,2015-09-07,2015-08-08
2011-06-10 00:00:00,Unknown,mudslide,downpour,medium,above_road,6.0477,60.6408,2011-06-10,2011-05-11,2011-04-11
2013-01-16 00:00:00,Unknown,landslide,rain,medium,Unknown,104.8613,27.5862,2013-01-16,2012-12-17,2012-11-17
2011-01-31 00:00:00,10km,landslide,downpour,medium,Unknown,124.8974,8.9176,2011-01-31,2011-01-01,2010-12-02
2009-02-15 08:00:00,5km,mudslide,downpour,medium,Unknown,-76.701,-11.9374,2009-02-15,2009-01-16,2008-12-17
2010-12-12 00:00:00,1km,landslide,downpour,medium,Unknown,-122.4398,47.4092,2010-12-12,2010-11-12,2010-10-13
2008-08-26 00:00:00,25km,mudslide,tropical_cyclone,medium,Unknown,-72.345,18.509,2008-08-26,2008-07-27,2008-06-27
2013-11-10 18:00:00,25km,landslide,Unknown,medium,Unknown,104.014,-5.096,2013-11-10,2013-10-11,2013-09-11
2012-12-30 00:00:00,1km,landslide,rain,medium,Unknown,-122.7257,45.816,2012-12-30,2012-11-30,2012-10-31
2014-01-14 09:00:00,5km,landslide,downpour,medium,above_road,-131.7228,55.4119,2014-01-14,2013-12-15,2013-11-15
2013-06-06 10:00:00,5km,mudslide,downpour,small,Unknown,-76.3302,43.0266,2013-06-06,2013-05-07,2013-04-07
2010-05-15 00:00:00,10km,landslide,downpour,medium,Unknown,29.8214,-0.7888,2010-05-15,2010-04-15,2010-03-16
2016-06-07 00:00:00,10km,rock_fall,downpour,medium,above_road,120.9527,17.0898,2016-06-07,2016-05-08,2016-04-08
2016-07-16 23:00:00,10km,landslide,downpour,medium,above_road,73.3461,34.5396,2016-07-16,2016-06-16,2016-05-17
2011-01-15 00:01:00,5km,landslide,downpour,medium,Unknown,-123.2373,45.7157,2011-01-15,2010-12-16,2010-11-16
2013-02-25 04:00:00,25km,landslide,rain,medium,Unknown,125.4137,6.8426,2013-02-25,2013-01-26,2012-12-27
2016-03-14 09:35:00,exact,landslide,Unknown,Unknown,above_road,-123.6041,45.4999,2016-03-14,2016-02-13,2016-01-14
2011-11-03 09:00:00,5km,landslide,downpour,medium,Unknown,106.8269,-6.5857,2011-11-03,2011-10-04,2011-09-04
2014-02-14 00:00:00,10km,landslide,downpour,large,Unknown,-77.7319,1.6818,2014-02-14,2014-01-15,2013-12-16
2010-04-06 00:00:00,1km,landslide,downpour,medium,Unknown,-43.2103,-22.9463,2010-04-06,2010-03-07,2010-02-05
2016-05-27 08:00:00,1km,mudslide,downpour,small,above_road,151.8718,-28.8648,2016-05-27,2016-04-27,2016-03-28
2009-09-01 22:00:00,25km,landslide,monsoon,large,Unknown,86.6667,27.4167,2009-09-01,2009-08-02,2009-07-03
2007-08-25 00:00:00,25km,landslide,rain,medium,Unknown,88.4308,27.0713,2007-08-25,2007-07-26,2007-06-26
2010-07-26 00:00:00,50km,landslide,downpour,medium,Unknown,100.7508,26.6842,2010-07-26,2010-06-26,2010-05-27
2013-07-14 00:00:00,Unknown,landslide,downpour,medium,Unknown,77.1788,32.17,2013-07-14,2013-06-14,2013-05-15
2015-06-10 00:00:00,1km,landslide,continuous_rain,medium,below_road,-87.5506,33.2907,2015-06-10,2015-05-11,2015-04-11
2014-02-10 00:00:00,5km,landslide,flooding,medium,above_road,-3.1414,51.7026,2014-02-10,2014-01-11,2013-12-12
2012-01-07 00:00:00,10km,landslide,rain,medium,Unknown,122.56,12.34,2012-01-07,2011-12-08,2011-11-08
2015-07-21 00:00:00,1km,mudslide,continuous_rain,small,above_road,-120.0177,39.9213,2015-07-21,2015-06-21,2015-05-22
2011-07-27 00:00:00,5km,mudslide,downpour,large,Unknown,126.9811,37.5685,2011-07-27,2011-06-27,2011-05-28
2011-01-21 00:00:00,5km,landslide,downpour,medium,Unknown,-122.4157,44.8003,2011-01-21,2010-12-22,2010-11-22
2011-03-07 05:00:00,1km,mudslide,rain,medium,Unknown,-72.6018,42.5804,2011-03-07,2011-02-05,2011-01-06
2015-07-26 00:00:00,5km,landslide,continuous_rain,small,above_road,76.1206,32.5606,2015-07-26,2015-06-26,2015-05-27
2010-04-06 00:00:00,exact,landslide,downpour,medium,urban,-43.1789,-22.82,2010-04-06,2010-03-07,2010-02-05
2016-08-05 00:00:00,50km,landslide,tropical_cyclone,small,above_road,-97.1295,18.6101,2016-08-05,2016-07-06,2016-06-06
2011-02-04 22:58:00,exact,landslide,Unknown,Unknown,above_road,-122.4893,44.7573,2011-02-04,2011-01-05,2010-12-06
2012-03-22 02:33:00,exact,landslide,Unknown,Unknown,above_road,-124.423,42.4294,2012-03-22,2012-02-21,2012-01-22
2012-03-31 17:53:00,exact,landslide,Unknown,Unknown,above_road,-122.2244,44.4054,2012-03-31,2012-03-01,2012-01-31
2011-09-08 00:00:00,1km,mudslide,rain,small,Unknown,-75.0776,40.8305,2011-09-08,2011-08-09,2011-07-10
2010-10-03 00:00:00,25km,landslide,downpour,medium,Unknown,81.039,6.9698,2010-10-03,2010-09-03,2010-08-04
2010-07-20 00:00:00,25km,landslide,downpour,medium,Unknown,94.9921,26.8716,2010-07-20,2010-06-20,2010-05-21
2010-12-23 18:00:00,5km,landslide,downpour,large,Unknown,-76.97,1.68,2010-12-23,2010-11-23,2010-10-24
2008-07-22 00:00:00,10km,mudslide,downpour,medium,Unknown,-114.06,44.98,2008-07-22,2008-06-22,2008-05-23
2012-09-24 00:00:00,1km,mudslide,downpour,medium,Unknown,139.6421,35.4481,2012-09-24,2012-08-25,2012-07-26
2014-08-12 00:00:00,25km,other,rain,small,mine,73.0399,33.6941,2014-08-12,2014-07-13,2014-06-13
